entry_id,title,jurisdiction,income_group,region,depth_score,pct_deep,n_items,values_depth,principles_depth,mechanisms_depth
dfa06fd951f0,Computational Data Analysis Exception of the Copyright Act 2021,Singapore,High income,East Asia & Pacific,3.455,54.5,11,3.750,3.500,3.000
9c0984f77378,AI-based Computer-Aided Detection Software Product,Ukraine,Developing,Europe & Central Asia,3.455,45.5,11,3.000,3.600,3.667
fbf6444321d9,Integrating AI into the Electronic Health Records,Netherlands,High income,Europe & Central Asia,3.455,54.5,11,3.200,3.500,4.000
d5d933bdc128,p-NET Competence Center,Greece,High income,Europe & Central Asia,3.455,45.5,11,3.250,3.000,4.333
2bfd51e32958,White Paper on Trustworthy AI,China (People’s Republic of),Unknown,Unknown,3.450,55.0,20,3.857,3.429,3.000
408127bcfe9e,Hungary's AI Strategy,Hungary,High income,Europe & Central Asia,3.444,55.6,9,3.667,3.000,3.667
eca63102fb54,Industrial Strategy: Building a Britain Fit for the Future (White Paper),United Kingdom,High income,Europe & Central Asia,3.444,66.7,18,3.143,3.667,3.600
630f05793d9c,DIAL AI,France,High income,Europe & Central Asia,3.444,44.4,18,3.375,3.333,3.750
fa9b57aea1cc,FactoryXChange EDIH,Ireland,High income,Europe & Central Asia,3.444,55.6,9,3.500,3.250,3.667
da59c5325ab2,European Strategy for Data,European Union,Unknown,Unknown,3.444,59.3,27,3.500,3.222,3.667
1c84b209042b,AI Education & Training Development Plan,France,High income,Europe & Central Asia,3.444,55.6,9,3.000,3.000,4.333
883e74b41771,LIFE,Luxembourg,High income,Europe & Central Asia,3.444,55.6,9,4.000,2.667,3.667
7ac5d47a5911,New Experience Studio at NITI Aayog Cloud Innovation Center,India,Developing,South Asia,3.444,55.6,9,4.000,2.667,3.667
cfd11b87ec7b,Turkish Brain Project,Türkiye,Developing,Europe & Central Asia,3.444,44.4,9,3.333,3.667,3.333
3a578e08502e,Establishing Local AI & HPC Compute Infrastrcuture,Israel,High income,Middle East & North Africa,3.444,55.6,9,3.000,3.333,4.000
71df71d66251,Acceleration strategy dedicated to the agritech industry,France,High income,Europe & Central Asia,3.444,55.6,9,3.500,3.000,3.667
e9ea54f3458a,Women in Digital,Belgium,High income,Europe & Central Asia,3.438,50.0,16,3.500,2.800,4.000
fc3dc3c8ac97,National Data Strategy,Austria,High income,Europe & Central Asia,3.438,62.5,16,3.500,3.333,3.500
c9002f860f45,Proposals and Report for an Italian Strategy on AI,Italy,High income,Europe & Central Asia,3.438,68.8,16,3.667,3.200,3.400
7f263704613e,Generative AI for SMEs,Germany,High income,Europe & Central Asia,3.438,56.2,16,3.667,3.800,2.800
dfb5156126ae,Artificial Intelligence Act (AI ACT),European Union,Unknown,Unknown,3.433,56.7,30,3.846,3.200,3.000
76780565f49c,Algorithm Supervision Body,Netherlands,High income,Europe & Central Asia,3.429,50.0,14,3.667,2.800,3.833
14599b3659af,Mandatory Guardrails for Safe and Responsible AI,Australia,High income,East Asia & Pacific,3.429,52.4,21,3.375,3.625,3.200
4ca382970437,Generative AI Evaluation Sandbox,Singapore,High income,East Asia & Pacific,3.429,57.1,14,3.250,3.000,4.000
36a193ac9509,Common Regulatory Capacity for AI,United Kingdom,High income,Europe & Central Asia,3.429,50.0,14,3.500,3.200,3.600
457e96bed2e4,Advancement of paediatric cancer care,Latvia,High income,Europe & Central Asia,3.429,42.9,7,3.333,3.500,3.500
dfc8b44c426c,AI for Intelligent Image Analysis,Belgium,High income,Europe & Central Asia,3.429,42.9,7,3.667,3.000,3.500
350cb08d5f00,Artificial Intelligence and Algorithmic Fairness Initiative,United States,High income,North America,3.429,42.9,7,3.000,3.000,4.500
d98959363833,National Living Lab for Precision Agriculture (NPPL),Netherlands,High income,Europe & Central Asia,3.429,57.1,7,3.000,3.500,4.000
68610721aa2e,Innovative reception of the Emergency Call Center,Czech Republic,High income,Europe & Central Asia,3.429,57.1,7,3.333,4.000,3.000
41668787f62c,Training of Professional and Managerial Staff in Education,Slovenia,High income,Europe & Central Asia,3.429,42.9,7,3.333,3.500,3.500
88cc4c499c53,MEGALITH project,Malta,High income,Europe & Central Asia,3.429,42.9,7,3.667,3.000,3.500
e01a727a0919,Smart Traffic Analysis and Traffic Safety (STATS),Netherlands,High income,Europe & Central Asia,3.429,57.1,7,3.500,2.667,4.500
34f2b9470a11,DigitalLead,Denmark,High income,Europe & Central Asia,3.429,71.4,7,3.333,3.000,4.000
a742fb7b8316,Viet Nam AI Day,Viet Nam,Developing,East Asia & Pacific,3.429,57.1,7,3.333,3.000,4.000
9c9e1783abc9,Guidelines for Ethical Application of AI in Education,Croatia,High income,Europe & Central Asia,3.417,41.7,12,3.000,3.000,4.250
3c66428d70b9,Cloud Strategy,Italy,High income,Europe & Central Asia,3.417,66.7,12,3.000,3.000,4.250
1061536bb368,National Occupational Standard Framework for Data and Artificial Intelligence (NOSF),Saudi Arabia,High income,Middle East & North Africa,3.417,41.7,12,3.000,3.400,3.750
35abec9ff815,R&D Workforce Training,United States,High income,North America,3.417,50.0,12,2.250,3.333,4.400
a0f923efa30b,Advanced Computing Portugal 2030,Portugal,High income,Europe & Central Asia,3.417,41.7,12,2.750,3.750,3.750
2b4019bc0dbd,Danish e-infrastructure Consortium (DeiC),Denmark,High income,Europe & Central Asia,3.417,58.3,12,3.000,3.500,3.667
38acee784e2f,AI Strategy for the Austrian PES,Austria,High income,Europe & Central Asia,3.417,58.3,12,3.500,3.000,4.000
be06b6bdfb97,Beijing Consensus on AI and Education,China (People’s Republic of),Unknown,Unknown,3.414,51.7,29,3.083,3.556,3.750
aac6dbd3e4e7,Brazilian Strategy for Digital Transformation,Brazil,Developing,Latin America & Caribbean,3.412,58.8,17,3.500,2.800,4.000
0bccd2666e69,National Alliance of Artificial Intelligence,Mexico,Developing,Latin America & Caribbean,3.400,55.0,20,2.714,3.429,4.167
74da7b4fb82f,European Digital Innovation Hubs (EDIHs),Czech Republic,High income,Europe & Central Asia,3.400,50.0,10,3.000,3.500,3.667
aa73de0e314f,European Digital Innovation Hubs (EDIHs),Romania,High income,Europe & Central Asia,3.400,60.0,10,3.000,3.500,3.667
e03711614e84,Digital Economy Agreements,Singapore,High income,East Asia & Pacific,3.400,53.3,15,3.000,3.400,3.800
c8cbc7387d46,Smart Attica EDIH,Greece,High income,Europe & Central Asia,3.400,60.0,10,3.000,3.500,3.667
975f228217d9,Agriculture and Rural Development - ADER 2026,Romania,High income,Europe & Central Asia,3.400,60.0,10,3.250,3.667,3.333
95233ab9ff10,MISSION KI,Germany,High income,Europe & Central Asia,3.400,46.7,15,3.200,3.400,3.600
176c968dced9,Strategy for Augmenting Intelligence Using Machines,United States,High income,North America,3.400,46.7,15,3.000,3.500,3.600
5f9a4b965f13,International Panel on AI,France,High income,Europe & Central Asia,3.400,55.0,20,3.700,3.600,2.600
dfbb153f2ad1,Mauritius AI Council,Mauritius,Developing,Sub-Saharan Africa,3.400,40.0,5,2.000,3.000,4.500
a0e61c72836b,Programme for AI Literacy and Skills,Austria,High income,Europe & Central Asia,3.400,40.0,5,5.000,2.500,3.500
64bd6f2d2454,Chips from the North Strategy,Finland,High income,Europe & Central Asia,3.400,70.0,10,3.250,3.000,4.000
8685be86733f,Urban Mobility Data Integration,Italy,High income,Europe & Central Asia,3.400,50.0,10,2.333,3.500,4.333
e9839f86be3e,AI Use Cases in the Public Sector,Argentina,Developing,Latin America & Caribbean,3.400,60.0,10,3.333,3.250,3.667
6617ab20c73c,RICAIP - Research and Innovation Centre on Advanced Industrial Production,Czech Republic,High income,Europe & Central Asia,3.400,60.0,5,3.667,2.000,4.000
43e52b6a31bd,Dublin City Council’s Smart Dublin initiative: Project on Mapping City Assets from Street Level Imagery,Ireland,High income,Europe & Central Asia,3.400,40.0,5,3.500,4.000,3.000
45062f901a3a,Dubai Future Accelerators,United Arab Emirates,High income,Middle East & North Africa,3.400,60.0,5,4.000,2.000,3.500
bbeaa84362f0,National AI Research Resource Task Force,United States,High income,North America,3.389,55.6,18,3.667,3.000,3.500
a18a8f343315,AI and Digital Capability Centres,Australia,High income,East Asia & Pacific,3.385,61.5,13,2.500,3.200,4.500
d08017413cdd,Declaration of Montevideo,"The United Nations Educational, Scientific and Cultural Organization",Unknown,Unknown,3.381,47.6,21,3.111,3.429,3.800
a2b1d8cfbdb3,Deployment of the Government Cloud Infrastructure,Romania,High income,Europe & Central Asia,3.375,50.0,8,4.000,3.000,3.500
4412775926cc,Data Sandbox,Malta,High income,Europe & Central Asia,3.375,43.8,16,3.833,2.667,3.750
338df640308c,Hubs for Tomorrow,Germany,High income,Europe & Central Asia,3.375,50.0,8,3.667,2.667,4.000
4dbe4007598c,Cloud development and migration,Romania,High income,Europe & Central Asia,3.375,37.5,8,3.000,3.000,4.000
37409089f8f4,GovTech Sandbox,Lithuania,High income,Europe & Central Asia,3.375,50.0,8,3.000,3.000,4.000
a36e81cbb4ae,Regional Innovation Plan,Belgium,High income,Europe & Central Asia,3.375,62.5,8,3.250,3.000,5.000
9905bc392be9,The Medium Term Program (2024-2026),Türkiye,Developing,Europe & Central Asia,3.375,50.0,8,4.000,2.667,3.500
aec4db31e274,Development of the state cloud ICT infrastructure,Lithuania,High income,Europe & Central Asia,3.375,37.5,8,2.667,2.500,4.667
f7445367784d,Data Sharing Commons,France,High income,Europe & Central Asia,3.375,37.5,8,3.333,3.000,4.000
275f04adc22d,Digital Hub Initiative,Germany,High income,Europe & Central Asia,3.375,50.0,8,3.250,3.500,3.500
5e5d58053f9b,Clinnova,Luxembourg,High income,Europe & Central Asia,3.364,45.5,11,3.500,3.000,3.667
3f080ad6f91f,AI for Science Moonshot,Israel,High income,Middle East & North Africa,3.364,54.5,11,3.500,3.000,3.667
b8df3d55a655,National AI R&D Strategic Plan,United States,High income,North America,3.364,27.3,11,4.000,3.000,3.000
1243879c9bce,School of Computational Thinking and Artificial Intelligence (EPCIA),Spain,High income,Europe & Central Asia,3.364,45.5,11,3.000,3.250,4.000
dc4195b122d1,The Saudi Academic Framework for AI Qualifications Education Intelligence,Saudi Arabia,High income,Middle East & North Africa,3.364,54.5,11,3.250,3.000,4.000
87dc9d2db829,GAIA-X,Germany,High income,Europe & Central Asia,3.357,42.9,14,3.667,2.800,3.667
2e63c129f6fa,Accelerating the use of generative AI in the economy,France,High income,Europe & Central Asia,3.348,47.8,23,2.778,4.000,3.429
5a1df4d2a7cb,Algorithmic Impact Assessment,Canada,High income,North America,3.333,52.4,21,3.286,3.286,3.429
8c3cbe49f3e7,HORIZON 2020,European Union,Unknown,Unknown,3.333,60.0,15,3.600,3.200,3.200
b0f5a40df24c,Communication Artificial Intelligence for Europe,European Union,Unknown,Unknown,3.333,61.1,18,3.250,3.600,3.200
71c3360f1de0,AI Sector Deal,United Kingdom,High income,Europe & Central Asia,3.333,53.3,15,3.200,3.000,3.800
d6a2dd4887c3,Office for AI,United Kingdom,High income,Europe & Central Asia,3.333,50.0,18,2.833,3.333,3.833
4bec8e4a3e5f,Veritas Initiative,Singapore,High income,East Asia & Pacific,3.333,58.3,12,2.500,3.750,3.750
02d1b56ce1ac,HealthHub,Finland,High income,Europe & Central Asia,3.333,44.4,9,2.500,3.500,3.667
0523a8ddaa10,Swiss Latvian Cooperation Programme – Pre-defined Programme Component in ICT and Smart Energy,Latvia,High income,Europe & Central Asia,3.333,44.4,9,2.000,3.000,4.000
aa758542cba6,Levente HPC,Hungary,High income,Europe & Central Asia,3.333,44.4,9,3.000,3.333,3.667
8b63fcd24143,Competencies in Advanced Technologies for SMEs,Romania,High income,Europe & Central Asia,3.333,33.3,9,2.500,3.667,3.500
4786df184851,CeADAR Technology Centre and  CeADAR AI EDIH,Ireland,High income,Europe & Central Asia,3.333,55.6,9,2.333,4.000,3.667
9831aa5eaefa,Academic Computer Centre CYFRONET AGH,Poland,High income,Europe & Central Asia,3.333,55.6,9,3.333,3.333,3.333
c25f1b899287,"e-Farming, Food and Forestry Project under RRF",Slovenia,High income,Europe & Central Asia,3.333,50.0,6,3.500,3.500,3.000
ec196635314e,The new Section 393 SGB V (Social Security Code – Book V) has been enacted with the recent “Digital Act”,Germany,High income,Europe & Central Asia,3.333,33.3,12,4.000,3.000,3.250
39e34c50a352,InvestEU Guarantee Programme,Bulgaria,Developing,Europe & Central Asia,3.333,33.3,9,3.333,3.000,3.667
4b6583329a93,prg.ai Minor,Czech Republic,High income,Europe & Central Asia,3.333,55.6,9,2.333,3.333,4.333
e0ac36ff96cf,Robotics for a Safer World,United Kingdom,High income,Europe & Central Asia,3.333,55.6,9,3.667,3.000,3.333
45691e716d3e,PLLuM,Poland,High income,Europe & Central Asia,3.333,33.3,6,3.500,3.500,3.000
5e49e1eaac7d,Smart & Sustainable Investment Grant,Malta,High income,Europe & Central Asia,3.333,50.0,12,3.333,3.000,3.600
7dcbd970c9d2,OBIA,Brazil,Developing,Latin America & Caribbean,3.333,55.6,9,3.000,3.333,3.667
dbc7d7bbde3d,ASEAN Digital Masterplan 2025,Association of Southeast Asian Nations,Unknown,Unknown,3.333,47.6,21,3.000,3.286,3.714
f41f98ec16af,AI Sweden,Sweden,High income,Europe & Central Asia,3.333,55.6,9,3.250,3.000,4.000
f826df1e711a,Digital Education Action Plan,European Union,Unknown,Unknown,3.333,55.6,9,3.000,3.667,3.500
622bba97108f,Pilot projects to enhance energy efficiency and the enhancement of the use of renewables in the economy,Slovenia,High income,Europe & Central Asia,3.333,50.0,6,4.000,2.500,3.667
e8122b7fc66b,Industry 4.0 Testlab for Australia Pilot Program,Australia,High income,East Asia & Pacific,3.333,58.3,12,2.750,3.750,3.500
17604bf34578,Technology Voucher Programme for Enterprises,Hungary,High income,Europe & Central Asia,3.333,33.3,6,3.500,2.000,3.667
a0b030eda805,AI Factories Latvia,Latvia,High income,Europe & Central Asia,3.333,44.4,9,3.500,3.667,2.500
88cfc96368d5,AI Badge for eEducation Schools,Austria,High income,Europe & Central Asia,3.333,55.6,9,2.000,3.000,4.000
b67d50ba4be0,Privacy Enhancing Technologies x Privacy Sandbox,Singapore,High income,East Asia & Pacific,3.333,41.7,12,3.000,3.400,3.500
d4579b09762a,Non-discrimination by Design,Netherlands,High income,Europe & Central Asia,3.333,50.0,6,2.500,3.333,5.000
a8fd532d46e6,Declaration of U.S.-UK Co-operation in AI R&D,United States,High income,North America,3.333,41.7,12,3.400,3.000,3.667
6b09543cf805,Intelligent Digital Economy AlgorithmS (IDEAS) NCBR,Poland,High income,Europe & Central Asia,3.333,44.4,9,3.000,3.333,4.000
bd12e36fae7b,Flemish AI Action Plan,Belgium,High income,Europe & Central Asia,3.333,50.0,6,3.667,2.500,4.000
f9c856d82da2,Flemish AI Action Plan,Belgium,High income,Europe & Central Asia,3.333,50.0,6,3.667,2.500,4.000
b8b8a4e6e98d,Kenya Education Network (KENET),Kenya,Developing,Sub-Saharan Africa,3.333,55.6,9,3.000,3.333,3.667
1f71d9adae54,nxtAIM,Germany,High income,Europe & Central Asia,3.333,55.6,18,3.500,3.429,3.000
0b8d54ce6742,Transitional study support,Sweden,High income,Europe & Central Asia,3.333,50.0,6,2.000,3.000,5.000
0f16c6b17057,Programme “Our second language”,Poland,High income,Europe & Central Asia,3.333,50.0,6,4.500,3.000,2.500
0b2e8f4046a3,Autonomous mobility projects PRISSMA Project - Research and Investment Platform for the Safety and Security of Autonomous Mobility,France,High income,Europe & Central Asia,3.333,33.3,6,3.000,3.000,4.000
de11664fbdaa,Danish Data Ethics Council,Denmark,High income,Europe & Central Asia,3.333,66.7,3,2.000,4.000,4.000
2593cd9ea655,DIGITALWALLONIA4AI,Belgium,High income,Europe & Central Asia,3.312,56.2,16,2.800,3.667,3.400
d5e7813128dc,Artificial Intelligence Task Force for India's Economic Transformation,India,Developing,South Asia,3.308,53.8,13,3.250,3.200,3.500
5c04ece9c626,Data Intelligence Offensive,Austria,High income,Europe & Central Asia,3.308,53.8,13,3.600,3.200,3.000
985961b9edd6,AI-related university courses,Italy,High income,Europe & Central Asia,3.304,52.2,23,3.500,2.750,3.800
63368a186351,National Policy on Artificial Intelligence (CONPES 4144),Colombia,Developing,Latin America & Caribbean,3.300,50.0,20,3.143,3.429,3.333
d77dc0fb18d2,TEF Health - AI in Medical Imaging,Slovak Republic,High income,Europe & Central Asia,3.300,50.0,10,3.667,3.000,3.250
fabb61ece0cd,European Digital Innovation Hubs (EDIHs),Sweden,High income,Europe & Central Asia,3.300,50.0,10,2.500,3.250,3.750
e99151995974,Next Generation Energy Systems (NexSys),Ireland,High income,Europe & Central Asia,3.300,50.0,10,3.250,3.000,3.667
7c548c8ecb2e,Coordination Mechanisms for the Sharing of Energy (COOMEP),Belgium,High income,Europe & Central Asia,3.300,40.0,10,3.250,3.750,2.500
8ea221cf61b8,Centre of Excellence for Data Sharing and Cloud (CoE-DSC),Netherlands,High income,Europe & Central Asia,3.300,60.0,10,3.333,2.667,3.750
d6e3b05e1cbd,AI Usage in Flemish Government Agency for Innovation and Entrepreneurship (VLAIO),Belgium,High income,Europe & Central Asia,3.300,40.0,10,3.000,3.250,4.000
cbe05a0be865,Public Sector AI Playbook,Singapore,High income,East Asia & Pacific,3.300,40.0,10,2.000,3.333,4.250
a9fa8df67be9,CSIRO ML and AI Future Science Platform,Australia,High income,East Asia & Pacific,3.300,50.0,10,3.250,3.250,3.500
53bfb303e261,AI for Healthcare pilot project: Forecasting application,Malta,High income,Europe & Central Asia,3.294,41.2,17,3.000,3.333,3.600
e8c160d54fea,Guidelines on the Responsible Use of Artificial Intelligence in the News Media,Ukraine,Developing,Europe & Central Asia,3.294,52.9,17,3.000,3.500,3.333
1baebde76c46,Tentative Summary of AI Issues,Japan,High income,East Asia & Pacific,3.294,41.2,17,2.833,3.833,3.200
8b5e08c62d28,Sectoral Analysis of AI and Initial Vision of AI Development in Ukraine,Ukraine,Developing,Europe & Central Asia,3.294,52.9,17,3.000,3.167,3.800
4b1f548a0821,Making repositories and AI systems usable in everyday nursing care,Germany,High income,Europe & Central Asia,3.292,50.0,24,3.000,3.625,3.250
8f6f1bfe26a8,Funding Initiatives on AI and Machine Learning,Germany,High income,Europe & Central Asia,3.292,50.0,24,3.273,3.000,3.667
2108918e58cd,Italian Strategy on Data,Italy,High income,Europe & Central Asia,3.286,50.0,14,2.750,2.800,4.200
fc4f62d411e5,Projects under Food Vision 2030,Ireland,High income,Europe & Central Asia,3.286,47.6,21,2.889,3.143,4.200
24388707baaa,Skillsbridges,Luxembourg,High income,Europe & Central Asia,3.286,42.9,7,3.333,3.000,3.500
dcefd8647560,Introduction to machine learning,Romania,High income,Europe & Central Asia,3.286,42.9,7,2.667,3.500,4.000
a17399cfb9a7,COVID-19 Use of AI,Peru,Developing,Latin America & Caribbean,3.286,42.9,14,2.667,3.600,4.000
6bdcafb70413,The Digital Skills for Artificial Intelligence,Malta,High income,Europe & Central Asia,3.286,42.9,7,2.000,4.500,4.000
531c1f9e4b15,NITRD Supplement to the President's FY2020 Budget,United States,High income,North America,3.286,57.1,7,2.667,2.000,4.333
116393bb860e,Personal Data Processing Activities Records Guideline,Saudi Arabia,High income,Middle East & North Africa,3.286,42.9,14,3.500,3.333,3.167
053a4e8b7e64,High Performance Computing Infrastructure Project,Japan,High income,East Asia & Pacific,3.286,57.1,7,4.000,2.333,4.000
a40918589f34,RRF 3.1 Innovation in education in the context of digitization,Czech Republic,High income,Europe & Central Asia,3.286,28.6,7,3.667,3.000,3.000
4cb031be7496,4IR Training Programs to Capacitate Public Servants,Zambia,Developing,Sub-Saharan Africa,3.286,42.9,7,2.000,3.000,4.333
93120ff7454e,"New Zealand's Strategy for Artificial Intelligence, ""Investing with Confidence""",New Zealand,High income,East Asia & Pacific,3.286,42.9,7,2.333,3.500,4.500
dcd8f965f37c,Skillnet Ireland,Ireland,High income,Europe & Central Asia,3.286,42.9,7,3.000,2.500,4.500
ae2082963193,Strategic Action Plan for AI,Netherlands,High income,Europe & Central Asia,3.278,44.4,18,3.500,3.000,3.250
69b0f06eba30,OUR AI: Our Ambition for France,France,High income,Europe & Central Asia,3.276,37.9,29,2.857,3.875,3.429
a5e71f3e19d2,Big Data Policy (Data Governance Framework),Colombia,Developing,Latin America & Caribbean,3.273,45.5,11,3.500,3.250,3.000
cae54e1b87fa,European Digital Innovation Hubs,Latvia,High income,Europe & Central Asia,3.273,54.5,11,2.333,3.500,3.750
85fce2e0d219,Centres of Excellence for AI Research,Germany,High income,Europe & Central Asia,3.273,50.0,22,3.100,3.286,3.600
2880a61d6f9a,National Strategy for Semiconductors,Portugal,High income,Europe & Central Asia,3.273,54.5,11,3.750,3.000,3.000
ab715542a7ea,AI Action Plan,Hungary,High income,Europe & Central Asia,3.273,45.5,22,3.222,3.000,3.800
c738f54eab85,Next Generation Technologies Fund,Australia,High income,East Asia & Pacific,3.273,63.6,11,2.000,3.333,4.000
69868d0af5c6,Humane-AI-Net,Türkiye,Developing,Europe & Central Asia,3.273,45.5,11,3.333,3.400,3.000
34851c7fb6a2,University of Zagreb University Computing Centre (SRCE) ICT Education Programme,Croatia,High income,Europe & Central Asia,3.273,54.5,11,2.500,3.250,4.333
8b2e2077e77a,National New Generation AI Governance Specialist Committee,China (People’s Republic of),Unknown,Unknown,3.267,46.7,15,3.200,2.800,3.800
1da30730a949,Select Committee on AI,United States,High income,North America,3.267,46.7,15,3.200,2.600,4.000
742cde98b92a,National Program for Artificial Intelligence,Israel,High income,Middle East & North Africa,3.263,57.9,19,3.000,3.667,3.200
d653b6f9179f,European Digital Innovation Hubs (EDIH) in the Netherlands,Netherlands,High income,Europe & Central Asia,3.250,50.0,8,2.500,3.333,3.667
73962135f92b,National Intellectual Property Strategy (NIPST),Saudi Arabia,High income,Middle East & North Africa,3.250,41.7,12,3.250,2.750,3.750
d088974d7244,Addressing Human Rights Concerns Arising From Facial Recognition Technology,France,High income,Europe & Central Asia,3.250,41.7,12,2.750,3.600,3.333
a23547fc0cf2,Action Plan for the Implementation of the Concept for the Development of Artificial Intelligence in Ukraine for 2025–2026,Ukraine,Developing,Europe & Central Asia,3.250,50.0,8,3.000,2.667,4.000
6bff0387d473,Malta Digital Innovation Authority,Malta,High income,Europe & Central Asia,3.250,33.3,12,3.000,3.000,3.600
9a894951c876,Digital Skills Initiative,Austria,High income,Europe & Central Asia,3.250,50.0,8,2.333,3.000,4.333
691e72600aba,National Strategy on Artificial Intelligence,India,Developing,South Asia,3.250,56.2,16,3.600,3.000,3.200
ef9c68238201,Skills Development,Malta,High income,Europe & Central Asia,3.250,50.0,12,2.333,3.250,3.800
48a19527f579,“I’m in a Course” Initiative,Czech Republic,High income,Europe & Central Asia,3.250,37.5,8,2.000,3.250,3.667
a1c6d41b6751,Funding Programme  for Female AI Junior Scientisits,Germany,High income,Europe & Central Asia,3.250,41.7,12,2.500,3.800,3.333
8c6d6cbde724,Open Data Policy / Open Data Portal,Croatia,High income,Europe & Central Asia,3.250,41.7,12,3.333,3.200,3.250
d549e1d3e026,Airawat,India,Developing,South Asia,3.250,50.0,4,3.000,4.000,0.000
10b832dcf28c,AI in Healthcare Guidelines,Singapore,High income,East Asia & Pacific,3.250,50.0,8,2.750,3.000,4.500
1b805fa8caa1,A Guide to Using AI in the Public Sector,United Kingdom,High income,Europe & Central Asia,3.250,50.0,8,2.667,3.000,4.000
9e233c728443,Spain Neurotech,Spain,High income,Europe & Central Asia,3.250,25.0,4,3.000,2.000,5.000
d652c737d6f4,Department of Energy AI and Technology Office,United States,High income,North America,3.250,50.0,12,2.500,3.750,3.500
d97d4d41224f,Pladenj (System for Standardized Execution of Electronic Data Queries),Slovenia,High income,Europe & Central Asia,3.250,50.0,8,3.333,3.000,3.500
d1ea2f7322bf,Joining Chips Joint Undertaking (JU),Latvia,High income,Europe & Central Asia,3.250,25.0,4,3.000,3.500,3.000
3ffb3835000e,AI Service Centers,Germany,High income,Europe & Central Asia,3.250,25.0,4,0.000,0.000,3.250
f8bb5099b244,AiNed – “AI for energy and sustainability”,Netherlands,High income,Europe & Central Asia,3.250,37.5,8,3.250,3.000,3.500
6fad0bf69e53,Expert National Task Force on the Fourth Industrial Revolution,Uganda,Developing,Sub-Saharan Africa,3.250,50.0,8,3.000,3.000,3.667
0d09d7bc695c,National Digital Languages Plan,Chile,High income,Latin America & Caribbean,3.250,50.0,4,2.000,3.000,5.000
06308d1976dd,AI In Primary Education,Serbia,Developing,Europe & Central Asia,3.250,50.0,4,3.500,2.000,4.000
9c79b6aa5c4b,Science Fund of the Republic of Serbia,Serbia,Developing,Europe & Central Asia,3.250,37.5,8,3.000,3.667,3.000
6490b7e7cd6e,Memorandum of Understanding,Latvia,High income,Europe & Central Asia,3.250,50.0,4,2.000,3.500,4.000
9d92fe4b68a1,Wizards (Teachers Lead Tech),Lithuania,High income,Europe & Central Asia,3.250,25.0,4,3.333,3.000,0.000
1b154d1b481d,"Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence",United States,High income,North America,3.241,44.8,29,3.200,3.200,3.333
01cb4ecfaab4,Human Rights and Technology Discussion Paper,Australia,High income,East Asia & Pacific,3.235,47.1,17,3.667,3.286,2.500
5b5bc2b2629f,AI Ethics and Governance Body of Knowledge,Singapore,High income,East Asia & Pacific,3.227,50.0,22,2.600,3.100,3.857
854c92af4060,Anonymization of Court Decisions,Austria,High income,Europe & Central Asia,3.222,33.3,9,2.667,3.333,3.667
66d49c9703e9,European Digital Innovation Hubs (EDIHs),Slovenia,High income,Europe & Central Asia,3.222,44.4,9,2.333,3.667,3.667
f27256bb52e2,Genomic Medicine Plan,France,High income,Europe & Central Asia,3.222,33.3,9,3.667,3.000,3.000
f5ff98d44d6c,Action Plan for Digital Transformation of Slovakia,Slovak Republic,High income,Europe & Central Asia,3.222,44.4,18,2.333,3.667,3.667
e6593ac82d7d,National Governance Committee for New Generation AI,China (People’s Republic of),Unknown,Unknown,3.222,38.9,18,3.167,2.833,3.667
3120babcf94f,Policy for AI Development in Poland,Poland,High income,Europe & Central Asia,3.222,44.4,9,2.333,3.667,3.667
1b186814a3c0,HealthHub - Center for Innovative Healthcare,Slovak Republic,High income,Europe & Central Asia,3.222,44.4,9,2.500,3.250,3.667
752929e55666,INNOAIR,Bulgaria,Developing,Europe & Central Asia,3.222,44.4,9,3.000,2.500,3.750
7ba0ef6af44d,AI Marketplace for Opportunities,Germany,High income,Europe & Central Asia,3.222,44.4,9,3.000,3.333,3.333
8afb7ed07444,"High Level committee by a Digital, Innovative and Competitive Peru",Peru,Developing,Latin America & Caribbean,3.222,44.4,18,2.875,3.200,3.800
f658efe850ec,AI Task Force,Colombia,Developing,Latin America & Caribbean,3.222,33.3,18,3.000,3.143,3.500
cead1af93c31,OcéanIA Challenge,France,High income,Europe & Central Asia,3.222,44.4,9,4.000,3.750,2.000
5fd4e191f8c1,AI Startup Hubs,Germany,High income,Europe & Central Asia,3.222,55.6,9,2.667,3.000,4.000
7d1cbf1cd4ce,Robotics and Life,Romania,High income,Europe & Central Asia,3.222,55.6,9,3.250,3.333,3.000
572b36554b7e,Malta Digital Innovation Authority`s Technology Assurance Sandbox,Malta,High income,Europe & Central Asia,3.214,50.0,14,2.000,3.200,3.833
d0653951baf2,Leading the Way Into the Age of AI,Finland,High income,Europe & Central Asia,3.214,28.6,14,3.000,3.400,3.250
020da26b66d0,Innovation Strategy for Smart Specialisation 2021-2027,Bulgaria,Developing,Europe & Central Asia,3.214,50.0,14,2.750,3.200,3.600
91f40e195f2a,European Digital Innovation Hubs (EDIHs),Slovak Republic,High income,Europe & Central Asia,3.200,50.0,10,2.333,3.500,3.667
898f0d2a5449,Schoolpackage AI,Austria,High income,Europe & Central Asia,3.200,30.0,10,2.333,2.667,4.250
57c8efeb3fb6,European Digital Innovation Hub (EDIH) Brussels,Belgium,High income,Europe & Central Asia,3.200,50.0,10,2.333,3.500,3.667
