entry_id,title,jurisdiction,year,text_quality,n_models,policy_type,binding_nature,c1_clarity,c2_resources,c3_authority,c4_accountability,c5_coherence,e1_framework,e2_rights,e3_governance,e4_operationalisation,e5_inclusion,capacity_score,ethics_score,overall_score,mean_spread,income_group,income_binary,region,region_code,gdp_pc,is_international,log_gdp_pc
30180b6009b1,NOLAI,Netherlands,2022.0,stub,3,Program,Non-binding,1,3,0,0,1,0,0,0,0,0,1.0,0.0,0.5,0.2,High income,High income,Europe & Central Asia,ECA,74000.0,False,11.211820372186306
9da789706918,National AI Centre,Australia,2021.0,thin,3,Other,Non-binding,0,0,0,0,1,1,1,1,0,1,0.2,0.8,0.5,0.3,High income,High income,East Asia & Pacific,EAP,65400.0,False,11.08827753744529
0d7b020fae96,AI Policy Forum,Austria,2021.0,thin,3,Framework,Non-binding,0,0,0,0,1,1,1,1,0,1,0.2,0.8,0.5,0.3,High income,High income,Europe & Central Asia,ECA,72000.0,False,11.184421397998193
d9653c7de97c,Data Governance and Open Data Competence Centre,Estonia,2021.0,thin,3,Framework,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.8,High income,High income,Europe & Central Asia,ECA,51500.0,False,10.849337086651827
c8666fab1781,Tunisia AI Roadmap,Tunisia,2021.0,thin,3,Other,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.6,Lower middle income,Developing,Middle East & North Africa,MENA,13500.0,False,9.51044496442652
ca6def249fb4,Intellectual Property Policy for AI,Tunisia,2021.0,thin,3,Other,Non-binding,0,0,0,0,1,1,1,1,0,1,0.2,0.8,0.5,0.3,Lower middle income,Developing,Middle East & North Africa,MENA,13500.0,False,9.51044496442652
30bdfddd5b39,Centre of Excellence in the Areas of Digitalisation and AI,Rwanda,2021.0,good,3,Program,Non-binding,1,1,2,0,1,0,0,0,0,0,1.0,0.0,0.5,0.5,Low income,Developing,Sub-Saharan Africa,SSA,2900.0,False,7.9724660159745655
7b698be31afa,LaborIA,France,2021.0,thin,3,Program,Non-binding,1,0,1,0,0,1,1,0,0,1,0.4,0.6,0.5,0.5,High income,High income,Europe & Central Asia,ECA,63000.0,False,11.05089000537367
60376d3bd591,Konrad Zuse Schools of Excellence in AI,Germany,2021.0,thin,3,Program,Non-binding,1,0,1,0,0,1,1,0,1,0,0.4,0.6,0.5,0.8,High income,High income,Europe & Central Asia,ECA,68200.0,False,11.130199843831553
6699d0cd1093,GATE’s Internship Programme,Bulgaria,2021.0,thin,3,Program,Non-binding,1,0,1,0,0,1,0,0,0,2,0.4,0.6,0.5,0.7,Upper middle income,Developing,Europe & Central Asia,ECA,35600.0,False,10.480100916840122
a37e450b9544,High-tech equity financing programme,Slovenia,2021.0,good,3,Program,Non-binding,1,1,2,0,1,0,0,0,0,0,1.0,0.0,0.5,0.8,High income,High income,Europe & Central Asia,ECA,55600.0,False,10.925938480238674
e982c899fed9,Innocities,Finland,2021.0,good,3,Program,Non-binding,1,0,1,0,1,0,0,0,0,2,0.6,0.4,0.5,0.5,High income,High income,Europe & Central Asia,ECA,62200.0,False,11.03811027872727
2fe89ba527da,PlanAPP Project,Portugal,2021.0,thin,3,Other,Non-binding,1,0,1,1,1,0,0,0,0,1,0.8,0.2,0.5,0.3,High income,High income,Europe & Central Asia,ECA,46500.0,False,10.747207591575448
0b2e8f4046a3,Autonomous mobility projects PRISSMA Project - Research and Investment Platform for the Safety and Security of Autonomous Mobility,France,2021.0,thin,3,Program,Non-binding,1,1,1,0,1,0,0,0,1,0,0.8,0.2,0.5,0.6,High income,High income,Europe & Central Asia,ECA,63000.0,False,11.05089000537367
804524544cd2,Action Plan for the Sustainable Bioeconomy,Portugal,2021.0,thin,3,Action Plan,Non-binding,1,0,1,0,1,1,0,0,0,1,0.6,0.4,0.5,0.5,High income,High income,Europe & Central Asia,ECA,46500.0,False,10.747207591575448
5a416175b3be,Archimedes Unit at the Athena Research Center,Greece,2021.0,stub,3,Program,Non-binding,1,2,1,0,1,0,0,0,0,0,1.0,0.0,0.5,0.3,High income,High income,Europe & Central Asia,ECA,42700.0,False,10.661954199216716
f12abb9995ec,"Member of IPCEI Microelectronics, IPCEI Cloud data, and IPCEI Health",Latvia,2021.0,stub,3,Program,Non-binding,1,1,1,0,2,0,0,0,0,0,1.0,0.0,0.5,0.3,High income,High income,Europe & Central Asia,ECA,43400.0,False,10.678214720088496
bc90db104238,FARI Institute,Belgium,2021.0,thin,3,Other,Non-binding,1,0,1,0,1,1,0,0,0,1,0.6,0.4,0.5,0.8,High income,High income,Europe & Central Asia,ECA,68500.0,False,11.134589024250317
55c12eebdf0f,C2.3. R3-I4 Consolidation of THE CEZIH health information infrastructure system (Central Health information system of the Republic of Croatia),Croatia,2021.0,good,3,Regulation,Binding regulation,1,0,2,1,1,0,0,0,0,0,1.0,0.0,0.5,1.3,High income,High income,Europe & Central Asia,ECA,42500.0,False,10.657259354912508
04017f2eb975,AI Covid-19 Response,Colombia,2020.0,thin,3,Guideline,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.5,Upper middle income,Developing,Latin America & Caribbean,LAC,19700.0,False,9.88837391472608
771b55553ea8,Knowledge Economy Initiatives,Argentina,2020.0,thin,3,Framework,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.4,Upper middle income,Developing,Latin America & Caribbean,LAC,28800.0,False,10.268130666124037
0f12d1ecf351,Universal AI Platform for the BFV,Germany,2020.0,thin,3,Framework,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.8,High income,High income,Europe & Central Asia,ECA,68200.0,False,11.130199843831553
ee7f8043fd2b,Applied Innovation Center,Egypt,2020.0,thin,3,Other,Non-binding,1,0,1,0,1,1,0,1,0,0,0.6,0.4,0.5,0.5,Lower middle income,Developing,Middle East & North Africa,MENA,16000.0,False,9.680344001221918
095fe8432d0c,Bilateral AI Collaborations,Singapore,2020.0,thin,3,Framework,Non-binding,0,0,0,0,1,1,1,1,0,1,0.2,0.8,0.5,0.4,High income,High income,East Asia & Pacific,EAP,133700.0,False,11.803353763090035
1fc4e39c8bf7,Regulatory Sandbox on AI,Norway,2020.0,thin,3,Other,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.5,High income,High income,Europe & Central Asia,ECA,87900.0,False,11.383955083673268
45754ec32b8e,National Centre for AI and Robotics,Nigeria,2020.0,thin,3,Framework,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.2,Lower middle income,Developing,Sub-Saharan Africa,SSA,6100.0,False,8.716044050161402
8e8c12ed728e,Welsh Language Technology Action Plan,United Kingdom,2020.0,thin,3,Research,Non-binding,1,1,1,0,0,0,1,0,0,1,0.6,0.4,0.5,0.8,High income,High income,Europe & Central Asia,ECA,62400.0,False,11.041320554357519
24cf2ad74e8c,Initiative for the Start-up Ecosystem in Vietnam,Viet Nam,2020.0,thin,3,Program,Non-binding,1,0,2,0,1,0,0,0,0,1,0.8,0.2,0.5,0.5,Lower middle income,Developing,East Asia & Pacific,EAP,15500.0,False,9.648595302907339
49f4befefc37,Serbian AI Society,Serbia,2020.0,good,3,Strategy,Non-binding,1,0,1,0,1,1,1,0,0,0,0.6,0.4,0.5,1.3,Upper middle income,Developing,Europe & Central Asia,ECA,26900.0,False,10.19988156558993
a9942e2c8124,Resolution on AI: Questions of Interpretation and Application of International Law,European Union,2020.0,good,3,Resolution,Non-binding,1,0,1,0,1,1,0,1,0,0,0.6,0.4,0.5,1.1,Unknown,,Unknown,,,True,
a8829023246b,fAIr LAC,Inter-American Development Bank,2020.0,thin,3,Framework,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.4,Unknown,,Unknown,,,True,
e1fc8f771492,INFOSTRATEG,Poland,2020.0,thin,3,Program,Non-binding,1,1,2,0,0,0,0,0,1,0,0.8,0.2,0.5,0.5,High income,High income,Europe & Central Asia,ECA,47200.0,False,10.762149171573647
93794b68f2c7,Health Data Hub,France,2019.0,thin,3,Program,Non-binding,1,0,1,0,0,1,1,0,0,1,0.4,0.6,0.5,0.9,High income,High income,Europe & Central Asia,ECA,63000.0,False,11.05089000537367
66641d5ac474,Funding Initiative International Future Labs for AI,Germany,2019.0,stub,3,Program,Non-binding,1,2,1,0,0,0,0,0,0,1,0.8,0.2,0.5,0.3,High income,High income,Europe & Central Asia,ECA,68200.0,False,11.130199843831553
57730c51061d,Action Plan AI,Belgium,2019.0,thin,3,Action Plan,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.7,High income,High income,Europe & Central Asia,ECA,68500.0,False,11.134589024250317
f262d427bb12,AI in Practice Website,Hungary,2019.0,thin,3,Guideline,Non-binding,0,0,0,0,1,1,1,1,0,1,0.2,0.8,0.5,0.3,High income,High income,Europe & Central Asia,ECA,44600.0,False,10.705489138008156
ffc8305cf626,National Council for AI,Egypt,2019.0,thin,3,Framework,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.3,Lower middle income,Developing,Middle East & North Africa,MENA,16000.0,False,9.680344001221918
547794906980,Support Program for Emerging Technologies Based on 5G,Italy,2019.0,thin,3,Program,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.4,High income,High income,Europe & Central Asia,ECA,57200.0,False,10.95430917736789
de11664fbdaa,Danish Data Ethics Council,Denmark,2019.0,thin,3,Guideline,Non-binding,1,0,1,0,0,1,0,1,1,0,0.4,0.6,0.5,0.6,High income,High income,Europe & Central Asia,ECA,77600.0,False,11.25932270617131
f9bd95a4bb70,Towards Trustworthy AI: Malta's Ethical AI Framework 2019,Malta,2019.0,thin,3,Framework,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.9,High income,High income,Europe & Central Asia,ECA,61000.0,False,11.018629143155449
c5d12897cd58,Contract Guidelines on Utilizing AI and Data (Version 1.1),Japan,2019.0,thin,3,Guideline,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.5,High income,High income,East Asia & Pacific,EAP,52100.0,False,10.860920227741458
5a9566eca845,Mid- to Long-Term Government R&D Investment Strategy,Korea,2019.0,thin,3,Strategy,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.6,High income,High income,East Asia & Pacific,EAP,56700.0,False,10.945529489715843
456d39a64d07,Data & AI-Driven Economy Promotion Plan,Korea,2019.0,good,3,Action Plan,Non-binding,1,0,1,0,1,1,0,1,0,0,0.6,0.4,0.5,1.0,High income,High income,East Asia & Pacific,EAP,56700.0,False,10.945529489715843
82274db103d2,Flemish Policy Plan AI,Belgium,2019.0,thin,3,Framework,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.2,High income,High income,Europe & Central Asia,ECA,68500.0,False,11.134589024250317
969874ceab1b,Centre for Artificial Intelligence (CAI),Croatia,2019.0,thin,3,Program,Non-binding,1,2,2,0,0,0,0,0,0,0,1.0,0.0,0.5,0.3,High income,High income,Europe & Central Asia,ECA,42500.0,False,10.657259354912508
13dd6f1116d1,National Strategy on AI,France,2018.0,good,3,Strategy,Non-binding,1,0,1,0,1,1,0,1,0,0,0.6,0.4,0.5,0.8,High income,High income,Europe & Central Asia,ECA,63000.0,False,11.05089000537367
1fab32891662,Automatic Document Assignment in the Inbox,Austria,2018.0,thin,3,Guideline,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.2,High income,High income,Europe & Central Asia,ECA,72000.0,False,11.184421397998193
24466a77d285,Hungary's AI Coalition,Hungary,2018.0,thin,3,Framework,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.2,High income,High income,Europe & Central Asia,ECA,44600.0,False,10.705489138008156
62185e9f96c7,Creation of a High-level Commission for Digital Government,Costa Rica,2018.0,thin,3,Framework,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.2,Upper middle income,Developing,Latin America & Caribbean,LAC,25600.0,False,10.150347630467653
7adbbdd820f6,SME:DIGITAL,Denmark,2018.0,thin,3,Framework,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.2,High income,High income,Europe & Central Asia,ECA,77600.0,False,11.25932270617131
d7e55ae5b749,AI for the Netherlands,Netherlands,2018.0,thin,3,Framework,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.2,High income,High income,Europe & Central Asia,ECA,74000.0,False,11.211820372186306
973c27c57341,Brussels Region AI Policy,Belgium,2018.0,thin,3,Other,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.2,High income,High income,Europe & Central Asia,ECA,68500.0,False,11.134589024250317
92fdc7440fec,ML and AI Future Science Platform,Australia,2018.0,thin,3,Program,Non-binding,1,1,2,0,1,0,0,0,0,0,1.0,0.0,0.5,0.2,High income,High income,East Asia & Pacific,EAP,65400.0,False,11.08827753744529
84acd25522b2,Analysis of Mortality Patterns in Portugal,Portugal,2018.0,thin,3,Framework,Non-binding,0,0,0,0,1,1,1,1,0,1,0.2,0.8,0.5,0.6,High income,High income,Europe & Central Asia,ECA,46500.0,False,10.747207591575448
d5a44abbe258,NSF Funding Opportunities with Special Emphasis on AI,United States,2018.0,thin,3,Other,Non-binding,0,0,0,0,1,1,1,1,0,1,0.2,0.8,0.5,0.4,High income,High income,North America,NAM,85300.0,False,11.35392973347977
c3be567e8069,Capital Investment Fund (CIF),Bulgaria,2018.0,thin,3,Program,Non-binding,1,2,1,0,1,0,0,0,0,0,1.0,0.0,0.5,0.3,Upper middle income,Developing,Europe & Central Asia,ECA,35600.0,False,10.480100916840122
0afe5244a205,AI Use Cases in the Public Sector,Kenya,2017.0,good,3,Other,Non-binding,1,0,1,0,1,1,0,1,0,0,0.6,0.4,0.5,1.0,Lower middle income,Developing,Sub-Saharan Africa,SSA,6400.0,False,8.764053269347762
41079be44ddf,Digital Republic Bill,France,2016.0,thin,3,Legislation,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.1,High income,High income,Europe & Central Asia,ECA,63000.0,False,11.05089000537367
ee749035bd8f,Three-Year Guidance for Internet Plus AI Plan,China (People’s Republic of),2016.0,thin,3,Other,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.2,Unknown,,Unknown,,,False,
cab9d5cdcf91,Research Institutes of Sweden (Rise),Sweden,2016.0,good,3,Other,Non-binding,1,1,2,0,1,0,0,0,0,0,1.0,0.0,0.5,1.0,High income,High income,Europe & Central Asia,ECA,72500.0,False,11.191341840842766
45062f901a3a,Dubai Future Accelerators,United Arab Emirates,2016.0,thin,3,Program,Non-binding,1,0,1,0,1,0,0,0,1,1,0.6,0.4,0.5,0.5,High income,High income,Middle East & North Africa,MENA,88200.0,False,11.387362241994882
c6fd81abb00d,"Consensus Study on the Ethical, Legal, and Social Implications of Genetics and Genomics in South Africa",South Africa,2016.0,stub,3,Study,Non-binding,1,0,1,0,1,1,0,0,1,0,0.6,0.4,0.5,0.3,Upper middle income,Developing,Sub-Saharan Africa,SSA,17000.0,False,9.740968623038354
633f116c0827,"Wallenberg AI, Autonomous Systems and Software Program",Sweden,2015.0,thin,3,Program,Non-binding,1,2,1,0,1,0,0,0,0,0,1.0,0.0,0.5,0.7,High income,High income,Europe & Central Asia,ECA,72500.0,False,11.191341840842766
390019586851,Digital Luxembourg,Luxembourg,2014.0,thin,3,Other,Non-binding,1,0,0,0,1,1,1,1,0,0,0.4,0.6,0.5,0.2,High income,High income,Europe & Central Asia,ECA,141000.0,False,11.856515169360305
526c22c96d34,Materials Genome Initiative,United States,2011.0,thin,3,Initiative,Non-binding,1,1,1,1,1,0,0,0,0,0,1.0,0.0,0.5,0.5,High income,High income,North America,NAM,85300.0,False,11.35392973347977
e4d8a0b1b1e5,IRT SystemX,France,2012.0,thin,3,Framework,Non-binding,1,0,1,0,1,1,0,0,0,1,0.6,0.4,0.5,0.4,High income,High income,Europe & Central Asia,ECA,63000.0,False,11.05089000537367
751e425d3e48,Interface3,Belgium,1987.0,good,3,Program,Non-binding,1,1,1,0,1,0,0,0,0,1,0.8,0.2,0.5,0.9,High income,High income,Europe & Central Asia,ECA,68500.0,False,11.134589024250317
0bd88897dd0e,AI Monitor,Austria,2025.0,thin,3,Framework,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.4,High income,High income,Europe & Central Asia,ECA,72000.0,False,11.184421397998193
faba6a39080f,Further development of the AI infrastructure,Austria,2025.0,thin,3,Framework,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.3,High income,High income,Europe & Central Asia,ECA,72000.0,False,11.184421397998193
cac5b7cf6612,Academic AI Services,Austria,2025.0,thin,3,Guideline,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.4,High income,High income,Europe & Central Asia,ECA,72000.0,False,11.184421397998193
20ff1680fab9,Development and construction of a supercomputer,Slovak Republic,2025.0,good,3,Program,Non-binding,1,2,1,0,0,0,0,0,0,0,0.8,0.0,0.4,0.7,High income,High income,Europe & Central Asia,ECA,43100.0,False,10.671278276091838
021daf162d0c,Towards the Food Factory of the Future,Belgium,2025.0,thin,3,Strategy,Non-binding,1,0,1,0,1,1,0,0,0,0,0.6,0.2,0.4,0.4,High income,High income,Europe & Central Asia,ECA,68500.0,False,11.134589024250317
0ad326c534cd,GovTech Challenge Series,Lithuania,2025.0,thin,3,Program,Non-binding,1,0,1,0,0,0,0,0,1,1,0.4,0.4,0.4,0.4,High income,High income,Europe & Central Asia,ECA,51000.0,False,10.839580911706463
2a67266fe6bd,E-course for Basic Competence level in AI for Public Administration Employees,Latvia,2025.0,thin,3,Program,Non-binding,1,0,1,0,1,0,0,0,1,0,0.6,0.2,0.4,0.5,High income,High income,Europe & Central Asia,ECA,43400.0,False,10.678214720088496
34d6457f67cb,CheckEye – AI-based Digital Screening,Ukraine,2025.0,thin,3,Program,Non-binding,1,1,1,0,0,0,0,0,1,0,0.6,0.2,0.4,0.6,Lower middle income,Developing,Europe & Central Asia,ECA,16400.0,False,9.70503661381229
fd324d840e5f,Artificial Intelligence Readiness Stage Assessment,Mexico,2024.0,thin,3,Framework,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.4,Upper middle income,Developing,Latin America & Caribbean,LAC,24500.0,False,10.106428396532818
528b1a8c6748,National AI policy,Mauritius,2024.0,thin,3,Other,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.4,Upper middle income,Developing,Sub-Saharan Africa,SSA,30800.0,False,10.335269968961667
ae51f3a71e60,Enlightenment 4.0 “ Understanding AI decisions as a human being,Austria,2024.0,thin,3,Framework,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.5,High income,High income,Europe & Central Asia,ECA,72000.0,False,11.184421397998193
5a997f1b74b7,AI Labeling,Austria,2024.0,thin,3,Guideline,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.3,High income,High income,Europe & Central Asia,ECA,72000.0,False,11.184421397998193
c3d0890b6a2b,International AI Olympiad,Bulgaria,2024.0,thin,3,Program,Non-binding,1,0,1,0,1,0,0,0,0,1,0.6,0.2,0.4,0.4,Upper middle income,Developing,Europe & Central Asia,ECA,35600.0,False,10.480100916840122
4f2a6987e358,"Knowledge and Innovation Agenda for Agriculture, Water and Food (KIA LWV)",Netherlands,2024.0,thin,3,Action Plan,Non-binding,1,0,1,0,1,0,0,0,0,1,0.6,0.2,0.4,0.1,High income,High income,Europe & Central Asia,ECA,74000.0,False,11.211820372186306
cc167f8565c7,Valbowal,Belgium,2024.0,thin,3,Strategy,Non-binding,1,0,1,0,1,0,0,0,0,1,0.6,0.2,0.4,0.4,High income,High income,Europe & Central Asia,ECA,68500.0,False,11.134589024250317
057fb70d27b0,"Measure for start-ups and spin-offs in the Vilnius region to develop innovative solutions and products in AI, blockchain technology and robotics process automation",Lithuania,2024.0,stub,3,Program,Non-binding,1,1,2,0,0,0,0,0,0,0,0.8,0.0,0.4,0.3,High income,High income,Europe & Central Asia,ECA,51000.0,False,10.839580911706463
a952f0868ceb,Digital Vouchers for SMEs,Lithuania,2024.0,good,3,Guideline,Non-binding,1,0,1,0,1,0,0,0,1,0,0.6,0.2,0.4,0.6,High income,High income,Europe & Central Asia,ECA,51000.0,False,10.839580911706463
f7996ced3a18,Fit 4 Digital – AI,Luxembourg,2024.0,good,3,Other,Non-binding,1,1,1,0,1,0,0,0,0,0,0.8,0.0,0.4,0.5,High income,High income,Europe & Central Asia,ECA,141000.0,False,11.856515169360305
0b31ed5000a3,Latvian population genome reference project,Latvia,2024.0,stub,3,Program,Non-binding,1,0,2,0,1,0,0,0,0,0,0.8,0.0,0.4,0.3,High income,High income,Europe & Central Asia,ECA,43400.0,False,10.678214720088496
1fc81f002873,National Action Plan on the Digital Decade for Romania,Romania,2024.0,thin,3,Action Plan,Non-binding,2,0,0,0,2,0,0,0,0,0,0.8,0.0,0.4,0.4,High income,High income,Europe & Central Asia,ECA,43800.0,False,10.687389096364537
63b6d0152cc9,Inter-institutional AI Committee,Colombia,2023.0,thin,3,Framework,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.4,Upper middle income,Developing,Latin America & Caribbean,LAC,19700.0,False,9.88837391472608
762907c8dea5,IndiaAI 2023: Expert Group Report,India,2023.0,thin,3,Report,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.2,Lower middle income,Developing,South Asia,SA,10100.0,False,9.22029070282935
5086c8790a84,AI Pilot Schools: Learning and Teaching with AI Tools,Austria,2023.0,thin,3,Program,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.4,High income,High income,Europe & Central Asia,ECA,72000.0,False,11.184421397998193
d312243cb0fd,Privacy Enhancing Technology Action Plan,Estonia,2023.0,thin,3,Action Plan,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.2,High income,High income,Europe & Central Asia,ECA,51500.0,False,10.849337086651827
81445dea1636,Swedish National Digitalisation Council,Sweden,2023.0,thin,3,Executive Order,Non-binding,1,0,2,0,1,0,0,0,0,0,0.8,0.0,0.4,0.2,High income,High income,Europe & Central Asia,ECA,72500.0,False,11.191341840842766
26adf045b832,Evaluation of Risk Behavior in Gambling,Portugal,2023.0,thin,3,Other,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.4,High income,High income,Europe & Central Asia,ECA,46500.0,False,10.747207591575448
272f339369ae,Digital Government Strategy 2023-2030,Saudi Arabia,2023.0,stub,3,Strategy,Non-binding,1,0,0,0,1,0,1,0,0,1,0.4,0.4,0.4,0.5,High income,High income,Middle East & North Africa,MENA,65600.0,False,11.09133097493218
d271a870f8ec,DAEDALUS Hypercomputer,Greece,2023.0,thin,3,Other,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.2,High income,High income,Europe & Central Asia,ECA,42700.0,False,10.661954199216716
69e4ae3781f7,Kenya Agricultural Data-sharing Platform,Kenya,2023.0,thin,3,Framework,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.3,Lower middle income,Developing,Sub-Saharan Africa,SSA,6400.0,False,8.764053269347762
81d58568e839,Cloud Computing services provisioning regulations,Saudi Arabia,2023.0,thin,3,Regulation,Binding regulation,1,0,1,0,1,0,0,0,1,0,0.6,0.2,0.4,0.8,High income,High income,Middle East & North Africa,MENA,65600.0,False,11.09133097493218
ebd8e59331f2,Training for children and young people to strengthen digital competences and to promote natural sciences and technical professions,Slovenia,2023.0,thin,3,Other,Non-binding,0,0,1,0,1,1,0,1,0,0,0.4,0.4,0.4,0.5,High income,High income,Europe & Central Asia,ECA,55600.0,False,10.925938480238674
34f2b9470a11,DigitalLead,Denmark,2023.0,good,3,Program,Non-binding,1,0,1,0,1,0,0,0,0,1,0.6,0.2,0.4,0.6,High income,High income,Europe & Central Asia,ECA,77600.0,False,11.25932270617131
19c97eda55ce,European Innovation Partnership Operational Groups,Bulgaria,2023.0,good,3,Program,Non-binding,1,0,1,0,1,0,0,0,0,1,0.6,0.2,0.4,0.3,Upper middle income,Developing,Europe & Central Asia,ECA,35600.0,False,10.480100916840122
6436b63bdef1,Clarence,Luxembourg,2023.0,thin,3,Other,Non-binding,1,0,2,0,1,0,0,0,0,0,0.8,0.0,0.4,0.4,High income,High income,Europe & Central Asia,ECA,141000.0,False,11.856515169360305
c0aaec172b8f,"Cross-border and multi-country projects — Low Power Processors, incl. support for Romanian companies involved in IPCEI ME/CT",Romania,2023.0,thin,3,Program,Non-binding,1,0,1,0,2,0,0,0,0,0,0.8,0.0,0.4,0.3,High income,High income,Europe & Central Asia,ECA,43800.0,False,10.687389096364537
eaabfc0de963,Robotics Project at Mater Dei Hospital,Malta,2023.0,good,3,Program,Non-binding,1,1,1,0,1,0,0,0,0,0,0.8,0.0,0.4,0.9,High income,High income,Europe & Central Asia,ECA,61000.0,False,11.018629143155449
729fb119077b,AI chatbot,Malta,2023.0,thin,3,Program,Non-binding,1,0,1,0,1,0,0,0,1,0,0.6,0.2,0.4,0.7,High income,High income,Europe & Central Asia,ECA,61000.0,False,11.018629143155449
7a3b90dff628,Quantum 2030,Ireland,2023.0,good,3,Strategy,Non-binding,1,0,1,0,1,0,0,0,0,1,0.6,0.2,0.4,0.5,High income,High income,Europe & Central Asia,ECA,118000.0,False,11.678439903447801
8efa88042871,National Quantum Science and Technology Institute (NQSTI),Italy,2023.0,thin,3,Program,Non-binding,2,1,1,0,0,0,0,0,0,0,0.8,0.0,0.4,0.6,High income,High income,Europe & Central Asia,ECA,57200.0,False,10.95430917736789
b91371bdd092,Grants4Companies,Austria,2022.0,thin,3,Other,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.3,High income,High income,Europe & Central Asia,ECA,72000.0,False,11.184421397998193
c46b83467c9b,Development of Embedded Deep Learning N2D2 Ecosystem CEA,France,2022.0,thin,3,Framework,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.3,High income,High income,Europe & Central Asia,ECA,63000.0,False,11.05089000537367
eeda5bc40769,AI Governance Center,Thailand,2022.0,thin,3,Framework,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.2,Upper middle income,Developing,East Asia & Pacific,EAP,21800.0,False,9.98966524877718
066a9087ca6c,Centre for Public Private Innovation,Denmark,2022.0,thin,3,Framework,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.3,High income,High income,Europe & Central Asia,ECA,77600.0,False,11.25932270617131
dd6c7aed8eed,NpUI Government working group,Slovenia,2022.0,thin,3,Other,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.2,High income,High income,Europe & Central Asia,ECA,55600.0,False,10.925938480238674
42727a7ad146,Public Sector Artificial Intelligence Observatory,Uruguay,2022.0,thin,3,Framework,Non-binding,0,0,0,0,1,1,1,1,0,0,0.2,0.6,0.4,0.2,High income,High income,Latin America & Caribbean,LAC,29200.0,False,10.281923988256374
9f99e9375da0,Joint Research Center for Artificial Intelligence,Saudi Arabia,2022.0,stub,3,Program,Non-binding,1,0,2,0,1,0,0,0,0,0,0.8,0.0,0.4,0.1,High income,High income,Middle East & North Africa,MENA,65600.0,False,11.09133097493218
4a3a923d67c4,Data-Driven Agriculture course,Portugal,2022.0,thin,3,Other,Non-binding,0,2,1,0,1,0,0,0,0,0,0.8,0.0,0.4,0.6,High income,High income,Europe & Central Asia,ECA,46500.0,False,10.747207591575448
