entry_id,title,jurisdiction,year,income,coverage_pct,avg_depth,alignment_score,Human rights & human dignity,"Peaceful, just & interconnected societies",Diversity & inclusiveness,Environment & ecosystem flourishing,Proportionality & do no harm,Safety & security,Fairness & non-discrimination,Sustainability,Right to privacy & data protection,Human oversight & determination,Transparency & explainability,Responsibility & accountability,Awareness & literacy,Multi-stakeholder & adaptive governance,Ethical impact assessment,Ethical governance & stewardship,Data policy,Development & international cooperation,Environment & ecosystem,Gender,Culture,Education & research,Communication & information,Economy & labour,Health & social well-being
88cfc96368d5,AI Badge for eEducation Schools,Austria,2023,High income,48.0,3.33,55.5,0.00,2.00,2.00,0.00,0.00,0.00,2.00,0.00,4.00,0.00,4.00,3.00,5.00,0.00,3.00,4.00,4.00,0.00,0.00,0.00,0.00,5.00,0.00,2.00,0.00
bede7e8b15c4,Working Party on AI Governance (AIGO),OECD/GPAI,2022,Unknown,56.0,2.73,55.4,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,3.00,3.50,0.00,3.00,0.00,3.67,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
3c9dbcd71c42,Seerlinq,Slovak Republic,2022,High income,56.0,2.73,55.4,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,0.00,3.33,3.33,0.00,2.00,0.00,3.50,3.00,2.00,3.00,0.00,0.00,0.00,3.00,2.00,0.00
10a332abe160,PCAST Generative AI Working Group,United States,2023,High income,52.0,3.03,55.4,3.00,3.00,3.00,0.00,3.33,3.50,3.00,0.00,2.00,0.00,2.00,3.50,0.00,5.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00
92d7a51dd9cc,AI Priority Research Program and Equipment (PEPR),France,2021,High income,56.0,2.71,55.3,0.00,1.50,3.00,0.00,0.00,2.00,2.00,0.00,0.00,3.00,3.00,3.00,3.50,3.00,3.00,3.50,0.00,2.00,0.00,0.00,0.00,3.50,0.00,2.00,0.00
9537e1badfb7,Data Ethics Advisory Group,New Zealand,2019,High income,56.0,2.71,55.3,3.50,2.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00,3.00,2.00,3.00,0.00,5.00,3.00,4.50,2.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00
5acdcd6c241e,Serving Confidence in AI by Deal,European Union,2021,Unknown,56.0,2.71,55.3,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,4.00,3.00,0.00,3.00,0.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
d5a44abbe258,NSF Funding Opportunities with Special Emphasis on AI,United States,2018,High income,56.0,2.71,55.3,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,4.00,3.00,0.00,0.00,3.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
5086c8790a84,AI Pilot Schools: Learning and Teaching with AI Tools,Austria,2023,High income,56.0,2.71,55.3,0.00,2.00,0.00,3.00,0.00,3.00,0.00,3.00,3.00,2.00,2.00,3.00,3.00,0.00,0.00,3.00,3.00,0.00,3.00,0.00,0.00,3.00,0.00,2.00,0.00
f6d41ca55af6,Slovenian AI Observatory,Slovenia,2021,High income,56.0,2.71,55.3,0.00,2.00,0.00,3.00,0.00,3.00,0.00,3.00,3.00,2.00,3.00,3.00,0.00,3.00,0.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
f47cf9b1d92b,Automated Vehicles 3.0: Preparing for the Future of Transportation,United States,2017,High income,44.0,3.61,55.2,4.00,3.50,3.00,0.00,4.00,4.50,3.00,0.00,0.00,0.00,3.00,4.00,0.00,3.50,0.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00
a8fd532d46e6,Declaration of U.S.-UK Co-operation in AI R&D,United States,2020,High income,48.0,3.31,55.2,0.00,3.00,3.00,0.00,0.00,4.00,3.00,0.00,0.00,0.00,3.00,2.00,3.50,3.67,0.00,0.00,0.00,4.00,0.00,0.00,0.00,3.50,0.00,3.00,4.00
ac097f0a3daf,Central Government Guidelines on Cloud Policies,Finland,2022,High income,40.0,3.90,55.2,0.00,3.00,0.00,0.00,5.00,5.00,0.00,0.00,4.00,3.00,0.00,3.67,0.00,0.00,4.33,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00
e382b8c2b6b8,Centre of Excellence for AI and Emerging Technologies,India,2021,Developing,40.0,3.90,55.2,0.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,5.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,4.00,3.00
3120babcf94f,Policy for AI Development in Poland,Poland,2020,High income,48.0,3.29,55.1,2.00,2.50,4.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,4.00,3.00,4.00,3.50,0.00,3.50,0.00,3.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00
476218a84599,NL AIC Training Platform,Netherlands,2024,High income,48.0,3.29,55.1,0.00,4.50,3.00,2.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,4.00,4.00,3.50,0.00,0.00,0.00,3.00,2.00,0.00,0.00,4.00,0.00,4.50,0.00
7dcbd970c9d2,OBIA,Brazil,2022,Developing,48.0,3.29,55.1,0.00,3.50,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,3.00,5.00,2.00,4.00,0.00,5.00,4.00,3.00,0.00,0.00,0.00,2.00,0.00,4.00,0.00
f7445367784d,Data Sharing Commons,France,2019,High income,48.0,3.29,55.1,0.00,4.00,4.00,3.00,0.00,0.00,4.00,3.00,2.00,0.00,3.00,3.00,0.00,0.00,0.00,3.00,3.50,0.00,3.00,0.00,0.00,0.00,0.00,4.00,0.00
9c79b6aa5c4b,Science Fund of the Republic of Serbia,Serbia,2022,Developing,48.0,3.29,55.1,0.00,4.00,2.50,3.00,0.00,0.00,3.00,3.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,3.00,0.00,4.00,3.00,0.00,2.00,0.00,0.00,4.00,0.00
24388707baaa,Skillsbridges,Luxembourg,2024,High income,44.0,3.59,55.1,0.00,3.00,4.00,4.00,0.00,0.00,3.50,4.00,0.00,0.00,0.00,2.00,5.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00,0.00,5.00,0.00,3.00,0.00
c5355cfd9c22,Cloud research programme (PEPR),France,2024,High income,44.0,3.59,55.1,0.00,3.50,3.00,4.00,0.00,4.00,3.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,3.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00
63c7e6ae2348,Data Public Innovation Center,Colombia,2013,Developing,44.0,3.59,55.1,0.00,4.00,2.00,0.00,5.00,0.00,2.00,0.00,0.00,0.00,3.00,0.00,4.00,0.00,5.00,3.50,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,3.00
c712b1f7f8c6,AI4EU Consortium,European Union,2019,Unknown,60.0,2.39,55.1,2.00,2.00,2.00,3.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,2.00,3.00,2.50,0.00,2.33,2.00,2.00,3.00,0.00,0.00,3.00,0.00,2.00,0.00
4181ad7c819e,Justice Chatbot,Austria,2020,High income,52.0,2.99,55.1,0.00,0.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,0.00,2.00,3.33,4.00,3.00,0.00,3.50,3.00,0.00,3.00,0.00,0.00,4.00,0.00,0.00,2.00
34411cd7b909,Overarching National AI Strategy,Denmark,2024,High income,56.0,2.68,55.0,0.00,2.00,0.00,3.00,0.00,3.00,0.00,3.00,3.00,2.00,2.00,3.50,2.00,0.00,0.00,4.00,3.00,0.00,3.00,0.00,0.00,2.00,0.00,2.00,0.00
8ea221cf61b8,Centre of Excellence for Data Sharing and Cloud (CoE-DSC),Netherlands,2020,High income,48.0,3.28,55.0,0.00,4.00,3.00,0.00,0.00,0.00,4.00,0.00,2.00,0.00,4.00,0.00,3.00,4.00,0.00,3.33,3.00,0.00,0.00,0.00,2.00,3.00,0.00,4.00,0.00
d652c737d6f4,Department of Energy AI and Technology Office,United States,2019,High income,48.0,3.28,55.0,0.00,2.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,4.00,2.33,3.50,3.00,4.00,4.00,3.50,0.00,0.00,0.00,0.00,0.00,3.00,0.00,2.00,0.00
10920f2f262f,Dsit Portfolio of AI Assurance Techniques,United Kingdom,2023,High income,52.0,2.98,55.0,2.50,2.00,0.00,0.00,0.00,2.00,2.00,0.00,4.00,0.00,2.67,2.67,0.00,4.00,3.00,3.20,4.00,4.00,0.00,0.00,0.00,0.00,0.00,2.67,0.00
4e00ccf47d9e,Plattform Lernende Systeme - Germany's Platform for AI,Germany,2017,High income,52.0,2.96,54.9,0.00,3.00,3.00,3.00,0.00,0.00,3.00,3.00,0.00,2.00,2.00,3.00,4.00,0.00,0.00,2.50,0.00,0.00,3.00,0.00,0.00,4.00,0.00,3.00,0.00
8d1cbd754ce3,Memorandum of Understanding (MoU) with Microsoft,Latvia,2024,High income,48.0,3.25,54.8,0.00,3.50,3.00,2.00,4.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,4.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,3.50,0.00
5d10d16325a9,AI Use Cases in the Public Sector,Tunisia,2019,Developing,40.0,3.85,54.8,0.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,2.50,4.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
ce2d6145c027,Supporting Health Data Access Bodies in Slovenia (SI-SUD),Slovenia,2023,High income,52.0,2.95,54.8,0.00,3.00,3.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,2.00,2.00,3.00,4.00,0.00,2.00,3.33,4.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00
1afdc0777d1c,AI Business Program,Finland,2018,High income,44.0,3.55,54.8,0.00,3.00,3.00,4.00,0.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,3.50,4.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,3.50,0.00,3.00,0.00
2bdde492c378,Digital Government Policy,Saudi Arabia,2023,High income,60.0,2.34,54.8,0.00,1.50,3.00,2.00,0.00,0.00,2.00,2.00,1.00,0.00,1.00,2.33,4.00,3.00,0.00,4.33,1.00,0.00,2.00,0.00,0.00,4.00,0.00,2.00,0.00
638a4ec10c5c,KI4KL,Germany,2020,High income,56.0,2.64,54.7,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,4.00,3.00,0.00,0.00,2.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
e9ebad13cb2b,Input processing,Austria,2018,High income,56.0,2.64,54.7,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,4.00,3.00,0.00,0.00,2.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
fa2885d347ae,Synthetic Data Experiment,United Arab Emirates,2022,High income,44.0,3.52,54.5,0.00,3.00,2.00,0.00,0.00,4.00,2.00,0.00,4.50,0.00,0.00,0.00,4.00,4.00,0.00,3.67,4.50,0.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00
9bcf58caba6d,AI Training for the Acquisition Workforce Act (Bill S-2551),United States,2021,High income,52.0,2.91,54.5,0.00,2.00,4.00,0.00,0.00,2.00,3.00,0.00,2.00,0.00,2.50,3.33,4.50,0.00,0.00,4.00,2.00,0.00,0.00,2.00,0.00,4.50,0.00,2.00,0.00
898f0d2a5449,Schoolpackage AI,Austria,2024,High income,48.0,3.21,54.5,0.00,3.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.50,4.00,5.00,3.00,0.00,4.00,0.00,3.00,0.00,0.00,0.00,5.00,0.00,3.00,2.00
9a894951c876,Digital Skills Initiative,Austria,2025,High income,48.0,3.21,54.5,0.00,3.00,4.00,2.00,0.00,0.00,3.50,2.00,0.00,0.00,2.00,0.00,5.00,4.00,0.00,4.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,2.00
ebea04d5a343,Innovation Superclusters Initiative,Canada,2017,High income,40.0,3.80,54.4,0.00,4.00,4.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,3.00,0.00,3.50,4.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,3.50,0.00,4.50,0.00
09eb31edc363,"Space Infrastructure Fund - Robotics, Automation and AI Command and Control Centre",Australia,2020,High income,40.0,3.80,54.4,0.00,4.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,4.00,3.00,5.00,0.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,4.00,0.00
7c7a7382afdb,Reality Lab for AI in Civil Protection,Germany,2019,High income,60.0,2.30,54.4,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,3.00,2.00,2.00,3.00,0.00,2.50,0.00,3.00,3.00,2.00,2.00,0.00,0.00,0.00,0.00,2.00,2.00
a36e81cbb4ae,Regional Innovation Plan,Belgium,2021,High income,44.0,3.50,54.4,0.00,2.50,4.00,4.00,0.00,0.00,3.00,4.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,5.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,4.00
7c2fb1589678,National Initiative for Secured Intelligence Systems,Israel,2020,High income,52.0,2.90,54.4,0.00,3.50,2.00,0.00,0.00,4.50,2.00,0.00,2.00,2.00,0.00,0.00,4.00,3.00,0.00,2.67,2.00,0.00,0.00,0.00,0.00,4.00,0.00,3.00,3.00
35abec9ff815,R&D Workforce Training,United States,2019,High income,48.0,3.19,54.4,2.00,2.00,4.00,0.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,2.00,4.67,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,4.67,0.00,2.00,2.00
011dbfc447fb,National Strategy for Critical and Emerging Technologies,United States,2020,High income,48.0,3.19,54.4,0.00,3.50,2.00,0.00,4.00,4.00,2.00,0.00,0.00,0.00,2.00,3.00,0.00,3.50,4.00,3.33,0.00,4.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00
69e4ae3781f7,Kenya Agricultural Data-sharing Platform,Kenya,2023,Developing,52.0,2.88,54.3,0.00,0.00,0.00,3.00,0.00,3.00,0.00,3.00,3.00,2.00,2.00,3.50,3.00,0.00,0.00,4.00,3.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,2.00
7da336306d8f,Alliance for Language Technologies EDIC,Poland,2024,High income,52.0,2.88,54.2,0.00,2.00,3.00,2.00,0.00,0.00,3.00,2.00,0.00,0.00,3.00,3.00,0.00,4.00,0.00,3.40,0.00,4.00,2.00,0.00,3.00,0.00,0.00,3.00,0.00
6723f63e9e26,Interdepartmental Working Group on AI,Switzerland,2017,High income,56.0,2.57,54.2,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,2.00,3.00,0.00,3.00,0.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
86081d7d5337,Literature Search Linking With Legal Databases,Austria,2022,High income,56.0,2.57,54.2,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,2.00,3.00,0.00,3.00,0.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
34f720ef0435,EUROHPC JU Marenostrum5 Supercomputer,Türkiye,2021,Developing,56.0,2.57,54.2,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,2.00,3.00,0.00,3.00,0.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
a446a4cbaf15,Network of the Interdisciplinary Institutes for AI,France,2019,High income,56.0,2.57,54.2,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,1.00,4.00,3.00,0.00,0.00,2.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
3f76208b98d5,Federal Act Concerning the Protection of Personal Data,Austria,1999,High income,44.0,3.47,54.2,4.50,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,0.00,3.00,2.67,3.00,0.00,1.50,5.00,3.75,0.00,0.00,0.00,0.00,3.00,0.00,4.00,0.00
a5e71f3e19d2,Big Data Policy (Data Governance Framework),Colombia,2018,Developing,48.0,3.17,54.1,0.00,4.00,2.00,0.00,0.00,0.00,2.00,0.00,4.50,0.00,3.00,3.50,2.00,0.00,0.00,3.50,4.50,0.00,0.00,0.00,0.00,2.00,0.00,4.00,3.00
7fb42b822c63,Africa Centre of Competence for Digital and Artificial Intelligence Skilling,Kenya,2024,Developing,48.0,3.17,54.1,0.00,2.00,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,3.00,4.00,0.00,0.00,3.00,0.00,2.00,2.00
157f97d4a3a7,Personal Data Disclosure Cases Guideline,Saudi Arabia,2024,High income,36.0,4.06,54.0,0.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,4.00,4.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
16dc5044aaf8,TRANSPORT 2030,Czech Republic,2023,High income,44.0,3.45,54.0,4.00,3.00,3.00,0.00,2.00,0.00,3.00,0.00,0.00,0.00,4.00,4.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00
a9fa8df67be9,CSIRO ML and AI Future Science Platform,Australia,2018,High income,44.0,3.45,54.0,4.00,3.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,2.00,3.00,4.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,3.00,0.00
16c41fd3a637,SFI Research Centres and Spokes Programme,Ireland,2012,High income,40.0,3.75,54.0,0.00,3.50,4.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,3.00,4.00,0.00,4.00,5.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00
93deb5d342cf,AI4MSP,Poland,2024,High income,40.0,3.75,54.0,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.50,4.00,4.00,4.00,5.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00
6eb87bc14bf4,R&D Projects (Experimental Development),Belgium,1986,High income,40.0,3.75,54.0,0.00,5.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,4.50,3.50,0.00,3.00,0.00,0.00,3.00,0.00,0.00,4.50,0.00,5.00,0.00
feeb3423b144,AI Use Cases in the Public Sector,Netherlands,2019,High income,40.0,3.75,54.0,0.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,2.00,3.50,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
2a53c4036114,Srijan/YuvAI,India,2024,Developing,52.0,2.85,54.0,0.00,2.50,4.00,2.00,0.00,0.00,3.00,2.00,0.00,0.00,4.00,2.00,3.50,3.50,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.50,0.00,3.00,2.00
6699d0cd1093,GATE’s Internship Programme,Bulgaria,2021,Developing,52.0,2.85,54.0,0.00,2.00,3.00,2.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,4.00,2.00,0.00,3.00,4.00,0.00,2.00,2.00
79db3bd7071d,Global Communication Plan 2025,Japan,2020,High income,52.0,2.85,54.0,0.00,3.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,4.00,3.00,0.00,0.00,2.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,3.00,0.00
549696ea2621,Government of Uganda-Huawei Facial Recognition System,Uganda,2019,Developing,52.0,2.85,54.0,0.00,0.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,2.00,3.00,4.00,0.00,0.00,3.00,3.00,0.00,3.00,0.00,0.00,4.00,0.00,0.00,2.00
0c8401cacd8f,Rules for Appointing Personal Data Protection Officer,Saudi Arabia,2024,High income,40.0,3.73,53.9,0.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,3.00,4.00,4.00,3.00,0.00,3.33,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00
be8cceb36ea6,OECD AI Incidents Monitor,OECD/GPAI,2023,Unknown,52.0,2.83,53.9,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,3.33,3.50,0.00,0.00,0.00,4.00,3.00,0.00,3.00,0.00,0.00,0.00,3.00,2.00,0.00
f27256bb52e2,Genomic Medicine Plan,France,2024,High income,48.0,3.12,53.8,0.00,3.50,3.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,3.50,2.00,0.00,3.00,4.00,3.00,0.00,0.00,0.00,0.00,2.00,0.00,3.50,4.00
6105d7968bc6,UN Secretary-General's High-level Advisory Body on Artificial Intelligence (HLAB-AI),United Nations,2023,Unknown,48.0,3.12,53.8,3.00,2.50,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,3.00,4.00,3.00,4.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,2.00,0.00
4f9cf5a87e08,Euro-Mediterranean Centre on Climate Change and the Cassandra supercomputer,Italy,2024,High income,48.0,3.12,53.8,0.00,4.00,2.00,4.00,0.00,2.00,2.00,4.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,3.50,0.00,0.00,4.00,0.00,0.00,2.00,0.00,4.00,0.00
264fe787dcdc,myEESZT,Hungary,2024,High income,48.0,3.12,53.8,3.50,0.00,4.00,0.00,0.00,0.00,4.00,0.00,2.50,4.00,3.50,3.00,2.00,0.00,0.00,3.50,2.50,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00
3297f7e57069,Testing authorisation regime and connected vehicle technology pilot,Ireland,2023,High income,52.0,2.82,53.8,0.00,3.00,2.00,2.00,0.00,4.00,2.00,2.00,0.00,3.00,3.00,3.00,0.00,4.00,0.00,3.67,0.00,0.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00
457e96bed2e4,Advancement of paediatric cancer care,Latvia,2024,High income,44.0,3.41,53.7,0.00,3.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,4.00,3.00,4.00,0.00,4.00,0.00,3.50,0.00,0.00,0.00,3.00,0.00,3.00,4.00
779faa54ed66,To Be Seen and To Be Heard,Malta,2024,High income,52.0,2.81,53.7,3.00,3.00,2.00,0.00,0.00,0.00,2.00,0.00,2.50,3.00,2.00,3.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,4.00,0.00,3.00,3.00
0f12d1ecf351,Universal AI Platform for the BFV,Germany,2020,High income,52.0,2.81,53.7,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,4.00,3.50,0.00,0.00,0.00,4.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
10b319be0b20,Data Classification Policy,Saudi Arabia,2020,High income,40.0,3.70,53.6,0.00,4.00,0.00,0.00,3.00,4.00,0.00,0.00,3.33,0.00,2.00,4.00,0.00,0.00,5.00,4.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
fb7aa2507796,Digital Pact for Schools,Germany,2020,High income,40.0,3.70,53.6,0.00,3.00,4.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,2.00,3.00,4.50,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,4.50,0.00,3.50,5.00
7ad7472afe68,AI-powered medical chatbot,Latvia,2023,High income,40.0,3.70,53.6,0.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,3.00,0.00,3.00,4.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,4.00,0.00
6255494dcfb9,AI Advisory Board,Austria,2024,High income,56.0,2.50,53.6,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,2.00,3.00,0.00,0.00,2.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
547794906980,Support Program for Emerging Technologies Based on 5G,Italy,2019,High income,56.0,2.50,53.6,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,2.00,3.00,0.00,0.00,2.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
066a9087ca6c,Centre for Public Private Innovation,Denmark,2022,High income,56.0,2.50,53.6,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,2.00,3.00,0.00,0.00,2.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
8381d31f6685,IBM WATSON AI Piolt,Argentina,2018,Developing,56.0,2.50,53.6,0.00,0.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,2.00,3.00,2.00,0.00,2.00,3.00,3.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,2.00
a9e5920254af,Web-based advice on AI in education,Sweden,2023,High income,52.0,2.79,53.6,0.00,3.00,3.00,0.00,0.00,2.00,3.00,0.00,2.00,2.00,3.00,2.33,4.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00
ec4ca423ae42,Conversion Course Masters and Scholarships,United Kingdom,2020,High income,52.0,2.79,53.6,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,4.00,3.00,0.00,3.00,0.00,3.33,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,0.00
741d7c22f643,R&D projects for smart specialisation and specific economic objectives,Slovenia,2024,High income,44.0,3.39,53.6,0.00,3.00,3.00,2.00,0.00,0.00,3.00,2.00,0.00,0.00,3.00,0.00,5.00,4.33,0.00,5.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,0.00
4043feb2c3da,Resolution on Automated Decision-making Processes,European Union,2020,Unknown,40.0,3.69,53.5,0.00,4.00,3.00,0.00,4.00,4.00,3.50,0.00,0.00,0.00,3.50,3.67,0.00,0.00,3.50,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
f3bc6ad23301,Guide to the Saudi Personal Data Protection Law for Controllers and Processors,Saudi Arabia,2023,High income,40.0,3.69,53.5,0.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,4.25,0.00,4.00,4.00,4.00,0.00,0.00,3.33,4.33,0.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00
76af25c0a7e1,AgrarIA: AI applied to the value chain ​​of agricultural production 2050,Spain,2021,High income,48.0,3.08,53.5,0.00,0.00,2.00,4.00,2.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,4.00,0.00,3.00,4.00,0.00,0.00,3.00,0.00,0.00,3.00
6365e541d5f8,AI Covid-19 Response,Argentina,2020,Developing,56.0,2.48,53.5,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,2.00,2.75,0.00,0.00,2.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
b7cfe716e4b3,AI VERIFY,Singapore,2022,High income,44.0,3.38,53.4,0.00,0.00,2.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,4.67,3.00,4.00,4.00,4.00,3.50,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00
